49	1	3
49	6	2
49	10	1
49	24	3
49	35	2
49	37	3
49	38	1
49	40	1
50	1	4
50	6	3
50	10	2
50	24	3
50	34	1
50	35	3
50	37	2
50	38	1
50	39	1
50	40	1
50	49	15
51	1	2
51	4	5
51	5	2
51	22	1
51	25	15
51	28	1
52	1	1
52	6	3
52	21	1
52	24	5
52	27	1
52	29	10
52	34	2
52	35	12
52	38	1
52	39	3
52	40	2
52	49	5
52	50	7
54	1	15
54	2	5
54	3	4
54	10	7
54	11	1
54	12	1
54	15	4
54	23	3
54	27	2
54	29	2
54	35	2
54	46	12
55	1	15
55	2	1
55	3	1
55	4	5
55	5	14
55	6	1
55	7	2
55	10	1
55	17	4
55	19	1
55	25	1
55	39	1
55	42	1
55	51	1
56	1	5
56	6	8
56	21	14
56	27	1
56	31	5
57	1	1
57	10	1
57	11	2
57	12	10
57	13	14
57	17	1
57	23	1
57	27	1
57	35	1
57	37	1
58	1	3
58	4	14
58	5	7
58	20	1
58	55	1
59	1	14
59	2	11
59	3	2
59	14	4
59	23	4
59	27	1
59	37	1
59	43	9
59	46	1
60	1	1
60	2	1
60	3	1
60	4	1
60	9	14
60	22	1
60	23	1
60	24	5
60	26	3
60	27	1
60	33	2
60	34	1
60	35	1
60	42	1
60	45	3
60	54	1
61	1	1
61	2	13
61	3	4
61	4	1
61	10	3
61	15	4
61	36	3
62	1	2
62	4	2
62	6	3
62	7	10
62	31	12
63	1	2
63	4	5
63	19	1
63	22	3
63	25	3
63	29	1
63	32	1
64	1	2
64	3	1
64	4	6
64	6	2
64	22	4
64	25	3
64	63	12
65	1	4
65	2	12
65	3	5
65	4	1
65	27	1
65	32	2
65	43	1
65	48	6
65	59	3
66	1	1
66	3	1
66	4	5
66	5	2
66	25	12
66	28	3
66	38	2
66	51	5
67	1	6
67	3	1
67	6	8
67	15	1
67	21	6
67	24	12
67	29	1
67	31	3
67	34	1
67	35	2
67	37	9
67	39	1
67	40	2
67	52	1
67	56	2
68	1	3
68	2	12
68	3	9
68	10	4
68	15	8
68	16	1
68	17	1
68	19	5
68	36	8
68	61	5
72	1	1
72	2	3
72	15	6
72	20	1
72	34	1
72	37	1
72	68	3
72	71	12
73	1	5
73	4	1
73	6	1
73	7	7
73	19	1
73	27	1
73	29	3
73	31	12
73	35	2
73	39	3
73	40	4
73	62	1
74	1	6
74	3	1
74	4	1
74	5	9
74	14	1
74	19	11
74	20	2
74	55	1
74	63	1
75	1	11
75	2	2
75	3	1
75	4	2
75	5	1
75	6	2
75	14	1
75	18	1
75	19	2
75	20	1
75	22	1
75	24	1
75	25	1
75	27	2
75	29	2
75	30	1
75	34	2
75	35	3
75	37	1
75	39	3
75	40	1
75	41	2
75	55	1
75	67	1
76	1	1
76	2	1
76	11	1
76	12	1
76	13	11
76	34	1
76	39	1
76	40	2
77	1	1
77	2	1
77	11	3
77	12	2
77	15	2
77	20	1
77	57	1
77	71	6
77	72	11
78	1	1
78	4	1
78	6	1
78	19	1
78	27	2
78	29	11
78	34	4
78	35	10
78	38	1
78	52	2
78	53	1
79	1	3
79	6	3
79	7	9
79	31	8
79	62	7
80	1	4
80	2	1
80	6	3
80	7	9
80	14	1
80	17	1
80	31	8
80	41	1
80	62	7
80	79	11
81	1	3
81	2	10
81	3	4
81	10	4
81	15	3
81	23	1
81	36	3
81	54	1
81	55	1
81	61	4
81	68	3
81	72	1
82	1	7
82	3	1
82	4	10
82	20	1
82	24	1
82	25	7
82	35	1
82	42	1
82	51	2
82	66	3
83	1	1
83	15	1
83	34	1
83	71	4
83	72	8
83	77	10
84	1	9
84	2	8
84	3	9
84	4	5
84	10	1
84	14	3
84	19	4
84	22	7
84	32	1
84	41	1
84	58	1
85	1	1
85	13	9
85	19	2
85	34	4
85	40	1
85	75	1
85	76	8
86	1	1
86	2	2
86	3	5
86	15	9
86	36	1
86	61	1
86	67	1
86	68	1
86	69	6
86	70	6
87	1	2
87	2	1
87	4	3
87	5	8
87	25	3
87	28	9
87	51	2
87	55	1
90	1	4
90	2	3
90	3	9
90	4	2
90	13	2
90	15	1
90	22	2
90	23	1
90	27	1
90	46	1
91	1	9
91	2	7
91	14	3
91	17	1
91	18	2
91	19	1
91	30	3
91	41	8
91	48	1
91	72	1
91	77	1
91	80	1
91	83	1
92	1	2
92	2	3
92	3	1
92	15	1
92	46	4
92	54	2
93	1	2
93	2	3
93	3	1
93	10	1
93	15	2
93	46	5
93	54	2
93	92	9
94	1	3
94	10	2
94	37	4
95	1	4
95	13	1
95	37	7
95	94	9
97	1	2
97	2	2
97	3	3
97	46	6
97	54	8
97	92	2
97	93	2
98	1	3
98	2	6
98	4	2
98	32	2
98	41	1
98	48	6
98	59	2
98	65	8
99	1	8
99	2	4
99	3	4
99	4	2
99	5	1
99	11	1
99	13	2
99	16	1
99	17	1
99	18	1
99	21	1
99	22	1
99	23	1
99	25	2
99	27	1
99	32	1
99	35	1
99	55	1
99	59	1
99	75	7
100	1	2
100	2	3
100	3	2
100	15	1
100	68	2
100	86	1
101	1	1
101	2	4
101	3	3
101	68	2
101	100	8
104	1	5
104	2	8
104	4	1
104	10	1
104	14	2
104	19	1
104	22	1
104	23	4
104	32	1
104	43	3
104	48	1
104	64	1
104	68	2
104	70	1
104	102	3
105	1	3
105	10	1
105	24	3
105	35	4
105	37	4
105	38	3
105	49	5
105	50	4
105	52	1
105	94	1
105	95	1
106	1	2
106	24	2
106	35	5
106	38	2
106	39	1
106	49	2
106	50	1
106	52	1
106	105	8
107	1	8
107	2	2
107	3	1
107	6	1
107	10	2
107	11	4
107	12	2
107	13	5
107	16	4
107	24	4
107	29	1
107	31	2
107	34	4
107	35	1
107	37	1
107	39	1
107	40	2
107	42	2
107	50	1
107	52	1
107	53	1
107	56	1
107	57	2
107	67	1
107	73	1
107	88	2
108	1	8
108	2	7
108	3	1
108	4	1
108	5	1
108	6	2
108	7	1
108	10	2
108	13	1
108	15	1
108	17	1
108	22	1
108	25	2
108	32	1
108	36	1
108	37	8
108	38	5
108	57	3
108	71	1
108	72	1
108	105	1
109	1	1
109	4	8
109	25	2
109	51	2
109	66	1
109	82	2
109	96	1
110	1	3
110	2	1
110	3	1
110	4	7
110	5	2
110	17	8
110	109	1
111	1	2
111	2	1
111	3	2
111	4	8
111	7	1
111	20	1
111	22	4
111	25	1
111	31	1
111	62	1
111	63	5
111	64	6
111	82	1
111	104	1
112	1	2
112	2	5
112	3	1
112	23	1
112	35	1
112	54	1
112	60	1
113	1	2
113	2	6
113	3	1
113	23	2
113	104	1
113	112	8
114	1	6
114	2	4
114	4	1
114	6	5
114	7	3
114	10	1
114	13	2
114	19	2
114	24	1
114	25	1
114	34	2
114	40	3
114	102	1
116	1	2
116	4	1
116	6	1
116	8	2
116	9	8
116	26	2
116	34	1
116	60	1
120	1	6
120	2	6
120	3	6
120	4	5
120	14	1
120	23	2
120	29	1
120	46	6
120	54	1
120	59	1
120	92	1
120	93	1
120	112	3
120	113	3
121	1	1
121	2	5
121	3	3
121	4	3
121	14	1
121	23	1
121	43	1
121	46	2
121	59	1
121	92	1
121	93	1
121	104	2
121	111	1
121	112	4
121	113	4
121	120	7
122	1	6
122	6	7
122	7	2
122	10	4
122	18	1
122	31	1
122	62	1
122	79	1
122	80	1
123	1	2
123	3	1
123	4	7
123	5	1
123	14	1
123	22	7
123	30	1
123	39	1
123	63	2
123	64	2
123	111	4
123	117	1
124	1	7
124	2	7
124	3	1
124	14	3
124	18	2
124	23	3
124	30	1
124	32	3
124	43	2
124	48	2
124	59	3
124	65	5
124	75	1
124	91	1
124	98	6
124	99	1
124	104	1
125	1	6
125	2	7
125	3	5
125	10	2
125	23	2
125	27	1
125	43	5
125	59	7
125	61	2
125	68	1
125	81	2
125	124	2
127	1	2
127	4	6
127	5	7
127	17	1
127	20	1
128	1	1
128	3	1
128	13	1
128	19	1
128	24	2
128	27	1
128	29	7
128	34	1
128	35	1
128	39	4
128	40	1
128	52	1
128	75	4
128	76	1
129	1	3
129	2	7
129	5	1
129	10	1
129	13	4
129	19	4
129	24	1
129	27	2
129	29	2
129	34	3
129	40	4
129	76	1
129	114	5
130	1	1
130	6	1
130	13	5
130	18	1
130	24	1
130	34	1
130	76	5
130	85	7
132	1	1
132	2	1
132	4	6
132	5	7
132	17	1
132	19	1
132	28	4
132	42	2
132	87	1
132	127	1
133	1	3
133	3	1
133	4	7
133	22	1
133	38	2
133	117	3
135	1	1
135	6	3
135	7	1
135	21	1
135	40	2
135	56	1
135	67	1
136	1	1
136	6	3
136	7	1
136	40	2
136	135	7
139	1	2
139	2	3
139	6	1
139	21	5
139	42	5
139	56	4
141	1	4
141	2	7
141	3	2
141	4	2
141	23	1
141	32	5
141	48	6
141	59	1
141	65	5
141	83	1
141	96	1
141	98	4
141	104	1
142	1	1
142	2	1
142	4	7
142	5	3
142	20	1
142	22	3
142	25	2
142	31	1
142	51	1
142	62	1
142	63	1
142	64	1
142	82	1
142	111	5
144	1	2
144	101	1
144	104	1
144	143	7
145	1	2
145	4	2
145	25	1
145	63	1
145	64	1
145	82	7
145	111	1
145	142	1
146	1	1
146	11	1
146	17	1
146	18	1
146	27	1
146	99	1
146	111	1
146	121	1
147	1	4
147	10	1
147	13	4
147	14	1
147	21	1
147	27	3
147	29	1
147	34	3
147	84	1
147	107	1
147	121	1
147	128	1
147	146	6
148	1	1
148	3	1
148	4	4
148	34	2
148	46	2
148	63	1
148	72	1
148	83	1
150	1	1
150	2	2
150	4	6
150	5	2
150	17	3
150	109	1
150	110	3
150	118	1
153	1	6
153	2	6
153	3	3
153	14	1
153	27	1
153	43	6
153	59	1
153	65	2
153	99	1
153	124	2
153	125	2
153	141	1
154	1	5
154	2	2
154	3	2
154	56	1
154	68	1
154	72	1
154	100	1
154	101	1
154	104	2
154	144	2
155	1	5
155	2	2
155	3	2
155	7	1
155	21	4
155	100	1
155	101	1
155	104	1
155	144	2
155	154	6
157	1	3
157	10	2
157	37	2
157	94	6
157	95	2
157	108	1
160	1	1
160	4	1
160	27	2
160	29	3
160	40	1
160	42	5
160	75	1
160	114	6
160	115	5
160	135	1
160	136	1
161	1	5
161	2	2
161	4	1
161	11	1
161	12	1
161	13	1
161	23	2
161	32	3
161	35	1
161	41	1
161	48	6
161	67	1
161	141	1
164	1	4
164	2	4
164	5	1
164	6	2
164	7	3
164	10	2
164	18	1
164	19	3
164	20	1
164	21	2
164	24	1
164	27	3
164	29	4
164	31	2
164	34	6
164	35	1
164	40	1
164	52	2
164	56	1
164	62	1
164	67	1
164	72	1
164	75	1
164	78	1
164	107	3
164	108	1
164	114	1
164	115	1
164	128	1
164	129	2
164	147	1
164	148	1
164	158	1
164	159	3
164	160	3
164	162	6
164	163	2
165	1	4
165	2	2
165	19	2
165	22	1
165	24	1
165	27	3
165	29	4
165	34	1
165	35	1
165	39	3
165	40	1
165	41	2
165	42	1
165	52	1
165	54	1
165	60	4
165	75	6
165	85	1
165	112	1
165	128	6
165	164	1
166	1	4
166	3	1
166	21	6
166	67	3
168	1	1
168	3	1
168	4	2
168	82	6
168	111	1
168	128	1
168	142	1
168	145	3
169	1	2
169	2	6
169	3	3
169	14	2
169	19	1
169	23	1
169	46	1
169	59	2
169	92	1
169	93	1
169	112	3
169	113	3
169	120	3
169	121	5
169	161	1
172	1	6
172	6	2
172	7	1
172	10	1
172	11	1
172	37	1
172	108	3
173	1	1
173	10	1
173	13	1
173	107	3
173	170	6
173	171	6
176	1	2
176	2	3
176	4	2
176	5	1
176	17	1
176	19	1
176	20	1
176	23	2
176	27	1
176	35	1
176	48	5
176	65	2
176	98	4
176	104	1
176	124	6
176	141	1
176	161	2
180	1	3
180	2	1
180	10	1
180	12	1
180	13	2
180	21	1
180	24	1
180	37	3
180	38	1
180	57	6
180	108	4
180	129	1
191	1	6
191	24	2
191	27	1
191	59	3
191	137	1
191	138	1
195	1	1
195	2	2
195	13	1
195	19	3
195	24	1
195	27	2
195	29	1
195	39	2
195	40	5
195	46	1
195	75	1
195	76	1
195	78	1
195	114	1
195	115	4
195	128	3
195	129	3
195	164	1
195	165	5
196	1	3
196	2	2
196	4	3
196	10	3
196	15	5
196	17	1
196	22	2
196	23	2
196	54	2
196	67	1
196	86	1
196	117	2
196	133	2
198	1	1
198	4	1
198	8	2
198	9	4
198	13	1
198	33	1
198	34	3
198	44	2
198	129	1
198	197	5
200	1	1
200	2	1
200	3	1
200	4	5
200	25	3
200	38	1
200	73	1
200	123	1
200	146	1
201	1	5
201	6	4
201	10	1
201	37	1
203	1	5
203	6	4
203	10	4
203	11	1
203	16	1
203	24	1
203	37	2
203	49	1
203	50	1
203	59	1
203	94	1
203	95	2
203	137	2
203	138	2
203	157	1
203	191	5
203	201	1
204	1	1
204	10	1
204	13	3
204	34	1
204	146	1
204	147	5
206	1	1
206	3	1
206	4	3
206	22	1
206	25	2
206	63	5
206	64	5
206	110	1
206	111	2
206	123	1
207	1	1
207	2	1
207	3	1
207	21	3
207	68	1
207	154	3
207	155	5
208	1	2
208	4	2
208	22	5
208	167	2
213	1	2
213	6	2
213	14	2
213	20	1
213	22	1
213	29	1
213	31	1
213	35	1
213	39	1
213	40	1
213	56	1
213	73	2
213	107	1
213	142	1
213	164	1
213	188	1
213	212	5
215	1	1
215	2	2
215	6	3
215	22	1
215	29	1
215	63	1
216	1	1
216	2	2
216	6	2
216	22	1
216	35	1
216	50	1
216	53	1
216	215	5
219	1	5
219	2	1
219	4	1
219	5	2
219	17	2
219	18	1
219	19	1
219	23	2
219	46	1
219	54	1
219	91	2
219	112	1
219	113	1
219	120	1
219	121	1
219	139	1
219	140	1
219	169	1
219	210	1
220	1	1
220	8	2
220	9	5
220	11	1
220	12	1
220	13	1
220	34	1
220	60	1
220	116	1
220	126	1
220	194	1
221	1	5
221	2	1
221	3	1
221	5	1
221	13	2
221	14	5
221	18	2
221	19	2
221	20	1
221	21	2
221	23	1
221	24	1
221	27	1
221	30	2
221	34	2
221	37	1
221	43	1
221	57	1
221	67	2
221	74	1
221	75	1
221	81	1
221	107	1
221	124	1
221	147	2
221	161	1
221	164	1
221	166	3
221	214	1
222	1	3
222	10	1
222	24	1
222	27	2
222	29	1
222	35	5
222	37	1
222	38	5
222	105	1
224	1	1
224	2	2
224	3	2
224	4	2
224	14	5
224	27	1
224	41	1
224	46	1
224	74	1
224	82	1
224	84	1
224	221	1
225	1	5
225	2	1
225	3	2
225	4	2
225	5	1
225	6	1
225	17	1
225	19	1
225	21	5
225	22	2
225	25	3
225	28	3
225	36	1
225	51	1
225	66	2
225	67	2
225	71	1
225	72	1
225	77	2
225	83	2
225	87	1
225	96	1
225	102	1
225	103	1
225	132	1
225	151	1
225	166	2
225	214	1
229	1	3
229	2	1
229	3	5
229	18	1
229	21	1
229	42	3
229	43	1
229	46	3
229	54	3
229	97	1
229	99	1
229	218	1
230	1	1
230	3	2
230	4	4
230	25	4
230	35	1
230	38	5
230	78	1
230	106	1
232	1	1
232	2	3
232	3	4
232	15	1
232	19	2
232	27	1
232	36	1
232	43	1
232	46	2
232	68	1
232	71	3
232	104	3
232	111	1
232	148	3
232	154	1
232	188	2
232	192	4
232	193	4
232	209	5
232	218	3
232	221	1
234	1	1
234	27	1
234	40	1
234	165	1
234	195	1
234	233	5
235	1	1
235	6	5
235	7	1
235	10	2
235	201	1
235	203	2
237	1	1
237	2	1
237	3	2
237	59	2
237	65	5
237	98	1
237	141	1
239	1	2
239	37	2
239	94	3
239	95	5
239	157	1
239	203	1
241	1	3
241	5	3
241	17	5
244	1	1
244	14	5
244	17	1
244	18	1
244	22	1
244	30	3
244	80	1
244	91	2
244	123	1
244	213	2
246	1	1
246	2	1
246	15	3
246	25	1
246	36	1
246	68	5
246	72	1
246	77	1
246	102	1
246	104	3
246	111	1
246	124	1
246	144	1
246	151	1
246	154	2
246	155	1
246	183	1
246	187	1
246	188	2
246	207	1
246	232	2
248	1	1
248	6	4
248	7	5
248	10	2
248	31	1
248	62	1
248	79	1
248	80	1
248	114	1
248	172	1
248	199	2
249	1	3
249	2	3
249	4	1
249	13	1
249	17	1
249	19	1
249	27	3
249	29	3
249	32	1
249	34	1
249	40	3
249	46	1
249	52	1
249	76	1
249	80	1
249	91	1
249	114	1
249	128	4
249	129	3
249	146	1
249	164	1
249	165	3
249	195	5
249	233	1
249	234	1
249	244	1
249	247	1
250	1	4
250	2	5
250	4	3
250	5	4
250	18	1
250	19	2
250	27	1
250	41	3
250	48	2
250	55	5
250	65	1
250	74	2
250	91	4
250	98	1
250	104	1
250	141	1
250	151	2
250	176	2
250	212	1
250	214	3
250	225	1
250	234	1
251	1	4
251	2	3
251	3	2
251	4	1
251	23	1
251	41	1
251	48	1
251	59	1
251	65	2
251	190	1
251	237	2
251	249	1
254	1	1
254	2	1
254	21	1
254	100	3
254	101	1
254	102	1
254	155	1
254	205	1
254	207	1
255	1	2
255	2	3
255	3	2
255	19	1
255	20	1
255	32	1
255	46	1
255	63	3
255	100	1
255	104	1
255	115	1
255	123	1
255	148	3
255	164	1
255	169	1
255	192	1
255	200	1
255	224	1
255	232	2
255	238	1
255	254	4
257	1	3
257	2	3
257	17	1
257	23	1
257	29	2
257	34	1
257	35	2
257	41	3
257	78	2
257	91	4
257	170	3
257	219	1
257	250	1
257	251	1
257	256	4
259	1	1
259	2	2
259	3	1
259	54	1
259	112	3
259	113	4
259	120	2
259	121	1
259	169	1
260	1	1
260	2	1
260	104	1
260	114	1
260	154	4
260	185	4
261	1	2
261	32	1
261	37	1
261	59	1
261	67	1
261	124	1
261	161	4
261	221	1
264	1	1
264	139	4
264	140	1
264	219	1
264	223	2
264	246	1
267	1	4
267	2	2
267	3	1
267	5	4
267	6	1
267	10	2
267	17	1
267	21	4
267	24	2
267	35	1
267	55	2
267	67	1
267	74	1
267	140	1
267	225	1
268	1	1
268	2	1
268	3	2
268	4	3
268	24	1
268	25	4
268	27	1
268	58	1
268	206	1
268	245	4
275	1	1
275	2	2
275	3	1
275	6	4
275	7	2
275	21	1
275	22	1
275	94	1
275	139	2
275	157	1
275	190	1
275	203	1
275	215	4
275	216	4
279	1	3
279	4	1
279	5	1
279	6	2
279	10	1
279	17	3
279	19	1
279	21	2
279	27	1
279	37	2
279	38	4
279	55	1
279	57	1
279	78	1
279	108	1
279	117	1
279	167	1
279	195	1
279	223	3
279	264	1
279	265	1
281	1	2
281	10	1
281	24	1
281	35	1
281	38	3
281	49	1
281	50	1
281	105	4
281	106	1
281	222	1
285	1	1
285	4	1
285	27	1
285	146	1
285	249	4
290	1	1
290	15	1
290	23	2
290	54	1
290	196	4
292	1	1
292	2	1
292	15	2
292	19	2
292	27	1
292	29	1
292	31	1
292	36	3
292	48	1
292	63	3
292	68	2
292	72	1
292	77	1
292	104	2
292	154	2
292	161	1
292	169	2
292	186	2
292	187	1
292	192	1
292	209	1
292	215	1
292	232	1
292	238	1
292	246	1
292	255	4
292	260	1
292	266	2
292	287	2
292	289	1
296	1	1
296	139	3
296	246	1
296	264	4
297	1	3
297	40	4
297	203	1
302	1	1
302	13	4
302	34	1
302	75	1
302	85	4
302	130	2
302	152	1
302	165	2
303	1	3
303	2	2
303	17	4
303	23	1
303	110	2
303	161	1
305	1	1
305	27	1
305	158	2
305	159	4
306	1	4
306	41	2
306	48	1
306	75	2
306	165	2
306	261	1
307	1	4
307	3	1
307	21	2
307	37	2
307	42	2
307	229	3
308	1	4
308	2	1
308	21	3
309	1	1
309	5	1
309	7	1
309	9	2
309	10	2
309	34	2
309	45	2
309	60	2
309	126	3
309	129	1
309	167	1
309	194	4
309	220	2
309	271	1
309	272	1
312	1	4
312	32	1
312	59	2
314	1	1
314	2	1
314	4	2
314	5	1
314	19	1
314	24	2
314	37	1
314	208	1
314	307	1
318	1	2
318	2	2
318	35	1
318	40	3
318	78	1
318	107	1
318	139	1
318	174	1
318	190	4
318	242	1
318	244	1
318	275	1
318	297	3
318	300	1
319	1	4
319	2	1
319	3	1
319	4	3
319	14	1
319	23	2
319	27	1
319	49	1
319	54	1
319	117	3
319	126	1
319	133	1
319	196	2
319	259	1
319	261	1
319	306	2
326	1	1
326	10	1
326	31	1
326	54	1
326	171	2
326	196	1
326	227	1
326	255	1
326	266	1
326	292	1
326	294	1
326	311	1
328	1	3
328	23	1
328	29	1
328	54	3
334	1	3
334	2	3
334	3	2
334	10	1
334	21	1
334	22	1
334	24	2
334	35	2
334	43	2
334	49	1
334	52	1
334	54	1
334	59	1
334	100	1
334	153	1
334	167	1
334	180	2
334	196	1
334	280	1
334	319	1
334	333	3
351	1	3
351	17	2
351	24	1
351	29	1
351	35	1
351	37	1
351	38	1
351	49	1
351	50	1
351	52	3
351	53	3
351	55	1
351	78	1
351	131	2
357	1	1
357	6	3
357	7	2
357	40	1
357	42	1
357	57	3
357	108	1
357	114	1
357	135	3
357	136	3
357	160	2
357	174	1
357	223	1
357	263	3
357	279	1
357	287	1
357	342	2
359	1	1
359	64	1
359	75	1
359	104	1
359	210	1
359	219	1
359	236	1
359	255	1
359	287	1
359	358	3
361	1	3
361	2	3
361	3	2
361	32	1
361	48	3
361	65	2
361	98	3
361	104	1
361	110	1
361	124	1
361	125	1
361	141	3
361	153	2
361	176	2
361	250	2
361	306	2
361	319	1
365	1	3
365	2	2
365	3	3
365	7	1
365	21	2
365	36	2
365	42	2
365	54	2
365	68	3
365	108	1
365	125	1
365	218	2
365	229	1
365	355	3
367	1	1
367	2	1
367	3	2
367	10	1
367	22	1
367	29	3
367	34	1
367	54	1
367	65	1
367	81	2
367	124	1
367	125	1
367	128	1
367	176	1
367	249	1
367	366	3
372	1	1
372	4	2
372	5	2
372	24	3
372	28	3
372	35	1
372	38	1
372	39	1
372	52	1
372	53	1
372	78	1
372	82	1
372	87	2
372	132	1
372	225	1
372	230	1
372	273	1
372	314	1
372	315	1
374	1	3
374	2	1
374	17	1
374	24	1
374	67	1
374	99	1
374	167	1
374	196	1
375	1	3
375	13	1
375	114	1
375	129	1
375	374	3
380	1	1
380	3	1
381	1	1
381	3	1
381	380	3
382	1	1
382	4	2
382	5	3
382	42	1
382	110	1
382	139	1
388	1	3
388	40	3
388	297	3
388	318	2
390	1	1
390	17	1
390	25	1
390	59	2
390	121	1
390	191	3
390	246	1
394	1	1
394	5	3
394	19	3
394	20	2
394	55	1
394	74	2
394	214	1
394	221	2
404	1	3
404	23	1
404	29	1
404	54	3
404	299	2
404	328	3
404	349	2
406	1	2
406	5	3
406	6	3
406	7	1
406	10	1
406	16	3
406	17	2
406	19	1
406	20	2
406	24	1
406	35	1
406	267	1
407	1	3
407	2	1
407	23	1
407	48	3
407	65	1
407	98	1
407	124	2
407	176	1
409	1	1
409	27	1
409	158	1
409	159	2
409	305	3
409	335	1
411	1	2
411	10	2
411	17	3
411	23	1
411	54	1
411	110	2
411	303	3
413	1	1
413	2	3
413	57	1
413	129	1
413	149	1
413	190	2
413	209	1
413	210	2
413	242	1
413	252	1
413	289	1
413	308	2
413	320	1
413	339	2
413	340	2
413	356	2
419	1	2
419	107	3
419	353	2
425	1	1
425	3	3
425	15	1
425	100	1
425	101	1
425	104	1
425	232	1
425	246	1
425	254	1
425	255	1
426	1	1
426	4	1
426	5	1
426	6	1
426	10	3
426	11	1
426	54	1
426	172	1
428	1	1
428	11	1
428	21	1
428	107	1
428	162	3
428	163	1
428	164	2
428	299	3
429	1	3
